12,39.187668,1,1,1
3,12.533579,1,1,1
11,15.111666,1,1,1
9,175.953430,1,1,0
4,65.979141,1,1,1
4,17.785242,1,1,1
15,21.514267,1,1,1
11,35.713703,1,1,1
19,71.492867,1,1,0
9,37.856598,1,1,0
6,49.060646,1,1,1
34,32.549786,1,1,1
-1,-1,-1,-1,-1
83,98.213715,1,1,0
-1,-1,-1,-1,-1
10,194.212433,1,1,0
13,28.988146,1,1,1
